ASV_names	barcode07	barcode08	barcode09	barcode10	barcode11	barcode12
ASV808	35	0	0	0	0	0
ASV809	35	0	0	0	0	0
ASV810	0	35	0	0	0	0
ASV811	0	0	35	0	0	0
ASV812	0	0	0	0	0	35
ASV813	34	0	0	0	0	0
ASV814	34	0	0	0	0	0
ASV815	0	34	0	0	0	0
ASV816	33	0	0	0	0	0
ASV817	0	33	0	0	0	0
ASV818	0	0	0	33	0	0
ASV819	0	0	0	0	0	33
ASV820	0	0	0	0	0	33
ASV821	0	32	0	0	0	0
ASV822	0	0	32	0	0	0
ASV823	0	0	0	0	32	0
ASV824	31	0	0	0	0	0
ASV825	31	0	0	0	0	0
ASV826	0	31	0	0	0	0
ASV827	0	31	0	0	0	0
ASV828	0	0	0	0	31	0
ASV829	0	0	0	0	0	31
ASV830	0	0	0	0	0	31
ASV831	0	0	0	0	0	31
ASV832	0	30	0	0	0	0
ASV833	0	0	0	30	0	0
ASV834	0	0	0	0	30	0
ASV835	0	29	0	0	0	0
ASV836	0	0	0	29	0	0
ASV837	0	0	0	0	29	0
ASV838	0	0	0	0	29	0
ASV839	0	0	0	0	0	29
ASV840	0	0	28	0	0	0
ASV841	0	0	0	0	28	0
ASV842	0	0	0	0	0	27
ASV843	0	0	26	0	0	0
ASV844	0	0	0	0	26	0
ASV845	0	0	0	0	26	0
ASV846	0	0	0	0	26	0
ASV847	0	0	0	0	26	0
ASV848	0	0	0	0	0	26
ASV849	0	0	0	0	0	26
ASV850	25	0	0	0	0	0
ASV851	25	0	0	0	0	0
ASV852	0	0	25	0	0	0
ASV853	0	0	0	25	0	0
ASV854	0	0	0	25	0	0
ASV855	0	0	0	0	25	0
ASV856	0	0	0	0	25	0
ASV857	0	24	0	0	0	0
ASV858	0	24	0	0	0	0
ASV859	23	0	0	0	0	0
ASV860	0	0	0	23	0	0
ASV861	22	0	0	0	0	0
ASV862	0	0	22	0	0	0
ASV863	0	0	0	0	22	0
ASV864	0	0	0	0	0	22
ASV865	21	0	0	0	0	0
ASV866	0	21	0	0	0	0
ASV867	0	0	21	0	0	0
ASV868	0	0	0	0	21	0
ASV869	0	0	0	0	0	21
ASV870	0	0	0	0	0	21
ASV871	20	0	0	0	0	0
ASV872	0	0	20	0	0	0
ASV873	0	0	0	0	20	0
ASV874	0	0	0	0	20	0
ASV875	0	0	0	0	20	0
ASV876	0	0	0	0	0	20
ASV877	0	0	0	0	0	20
ASV878	0	0	0	0	0	20
ASV879	19	0	0	0	0	0
ASV880	19	0	0	0	0	0
ASV881	0	19	0	0	0	0
ASV882	0	0	0	0	0	19
ASV883	18	0	0	0	0	0
ASV884	0	18	0	0	0	0
ASV885	17	0	0	0	0	0
ASV886	17	0	0	0	0	0
ASV887	17	0	0	0	0	0
ASV888	0	17	0	0	0	0
ASV889	0	0	17	0	0	0
ASV890	0	0	17	0	0	0
ASV891	0	0	0	17	0	0
ASV892	0	0	0	0	17	0
ASV893	0	16	0	0	0	0
ASV894	0	15	0	0	0	0
ASV895	0	0	0	0	0	15
ASV896	0	14	0	0	0	0
ASV897	0	0	0	14	0	0
ASV898	0	0	0	0	14	0
ASV899	13	0	0	0	0	0
ASV900	13	0	0	0	0	0
ASV901	13	0	0	0	0	0
ASV902	12	0	0	0	0	0
ASV903	12	0	0	0	0	0
ASV904	0	0	0	0	0	12
ASV905	0	11	0	0	0	0
ASV906	0	11	0	0	0	0
ASV907	0	11	0	0	0	0
ASV908	0	0	11	0	0	0
ASV909	0	10	0	0	0	0
ASV910	0	10	0	0	0	0
ASV911	0	0	0	0	10	0
ASV912	9	0	0	0	0	0
ASV913	0	9	0	0	0	0
ASV914	0	0	0	0	9	0
ASV915	0	0	8	0	0	0
ASV916	0	0	0	0	8	0
ASV917	0	0	0	0	8	0
ASV918	0	0	7	0	0	0
ASV919	0	0	0	0	7	0
ASV920	0	0	0	0	0	7
ASV921	0	6	0	0	0	0
ASV922	0	0	6	0	0	0
ASV923	0	5	0	0	0	0
ASV924	0	0	5	0	0	0
ASV925	0	0	5	0	0	0
ASV926	0	4	0	0	0	0
ASV927	0	0	4	0	0	0
ASV928	0	0	0	0	0	4
ASV929	0	3	0	0	0	0
ASV930	0	0	0	0	3	0
ASV931	0	0	0	0	0	3
ASV932	0	0	0	0	0	3
ASV933	0	0	0	0	0	2
